STATION_BOOK_ID	MAX(YEAR)
54550-00224-0-5-0-0	2018
54550-00236-0-5-0-0	2018
54730-00008-0-7-0-0	2018
54730-00013-0-3-0-0	2018
54730-00018-0-7-0-0	2018
54730-00051-0-3-0-0	2018
54730-00074-0-3-0-0	2018
56260-00009-0-5-0-0	2018
56260-00028-0-5-0-0	2018
60580-00004-0-1-0-0	2018
60580-00004-0-5-0-0	2018
60580-00004-0-7-0-0	2018
61300-00001-0-1-0-0	2018
61300-00099-0-1-0-0	2018
64090-00047-0-6-0-0	2018
64090-00048-0-3-0-0	2018
64090-00060-0-8-0-0	2018
64090-00072-0-4-0-0	2018
64090-00076-0-6-0-0	2018
64090-00113-0-2-0-0	2018
64090-00113-0-6-0-0	2018
64090-00204-0-2-0-0	2018
64090-00210-0-6-0-0	2018
64090-00212-0-4-0-0	2018
64090-00230-0-2-0-0	2018
64090-00302-0-5-0-0	2018
64090-00309-0-6-0-0	2018
64090-00622-0-3-0-0	2018
64090-00629-0-1-0-0	2018
64090-00666-0-5-0-0	2018
64090-00702-0-3-0-0	2018
64090-00705-0-3-0-0	2018
64810-00004-0-7-0-0	2018
64810-00007-0-1-0-0	2018
64810-00007-0-7-0-0	2018
64810-00023-0-1-0-0	2018
64810-00023-0-7-0-0	2018
67420-00017-0-3-0-0	2018
67420-00017-0-5-0-0	2018
67420-00019-0-1-0-0	2018
67420-00019-0-3-0-0	2018
67420-00021-0-5-0-0	2018
67420-00022-0-5-0-0	2018
67420-00050-0-1-0-0	2018
67420-00051-0-5-0-0	2018
67420-00052-0-8-0-0	2018
67600-00004-0-3-0-0	2018
67780-00004-0-7-0-0	2018
70660-00018-0-3-0-0	2018
70660-00023-0-5-0-0	2018
70660-00026-0-1-0-0	2018
70660-00026-0-3-0-0	2018
70660-00087-0-1-0-0	2018
70660-00088-0-7-0-0	2018
71020-00007-0-1-0-0	2018
71020-00055-0-5-0-0	2018
71020-00056-0-3-0-0	2018
71470-00003-0-3-0-0	2018
72100-00010-0-3-0-0	2018
72100-00010-0-5-0-0	2018
72100-00030-0-7-0-0	2018
72100-00038-0-1-0-0	2018
72100-00038-0-5-0-0	2018
73450-00001-0-7-0-0	2018
78040-00018-0-1-0-0	2018
39700-00578-0-6-0-0	2018
39700-00583-0-5-0-0	2018
41320-00012-0-7-0-0	2018
42130-00002-0-8-0-0	2018
43030-00015-0-4-0-0	2018
43570-00005-0-7-0-0	2018
44290-00042-0-5-0-0	2018
46540-00003-0-5-0-0	2018
46540-00007-0-1-0-0	2018
46540-00007-0-5-0-0	2018
46540-00034-0-1-0-0	2018
46540-00041-0-1-0-0	2018
46540-00043-0-7-0-0	2018
46540-00048-0-3-0-0	2018
46540-00057-0-1-0-0	2018
46540-00057-0-7-0-0	2018
46540-00059-0-3-0-0	2018
46540-00059-0-7-0-0	2018
46540-00077-0-7-0-0	2018
46540-00089-0-3-0-0	2018
46540-00094-0-5-0-0	2018
46540-00106-0-3-0-0	2018
46540-00110-0-3-0-0	2018
46540-00151-0-3-2-0	2018
46540-00154-0-5-0-0	2018
46540-00165-0-4-0-0	2018
46540-00175-0-7-0-0	2018
46540-00237-0-1-0-0	2018
82810-00067-0-5-0-0	2018
82810-00084-0-1-0-0	2018
82810-00137-0-3-0-0	2018
82810-00139-0-7-0-0	2018
82810-00140-0-1-0-0	2018
82810-00144-0-7-0-0	2018
82810-00148-0-1-0-0	2018
82810-00166-0-3-0-0	2018
82810-00170-0-5-0-0	2018
86140-00042-0-5-0-0	2018
86140-00060-0-7-0-0	2018
86140-00061-0-3-0-0	2018
00000-39011-0-2-1-0	2018
52660-00007-0-5-0-0	2018
08700-00019-0-6-0-0	2018
00000-01178-0-1-0-0	2018
08700-01481-0-8-0-0	2018
00000-01161-0-5-0-0	2018
52120-00340-0-5-0-0	2018
64090-00066-0-3-0-0	2018
00000-14329-0-1-0-0	2018
00000-01178-0-3-0-0	2018
00000-21036-0-5-0-0	2018
00000-14427-0-1-0-0	2018
86140-00061-0-7-0-0	2018
00000-42175-0-5-0-0	2018
82810-00001-0-7-0-0	2018
00000-14206-0-7-0-0	2018
70660-00063-0-3-0-0	2018
71020-00007-0-5-0-0	2018
00000-15029-0-6-0-0	2018
00000-15036-0-1-0-0	2018
00000-07078-0-4-0-0	2018
00000-32007-0-7-0-0	2018
00000-16065-0-2-0-0	2018
00000-35145-0-1-0-0	2018
00000-23036-0-1-0-0	2018
00000-05013-0-6-0-0	2018
82810-00075-0-1-0-0	2018
08700-01389-0-3-0-0	2018
82810-00084-0-5-0-0	2018
13150-00007-0-8-0-0	2018
00000-43018-0-1-0-0	2018
82810-00170-0-3-0-0	2018
00000-14027-0-1-0-0	2018
00000-27006-0-5-0-0	2018
06220-00001-0-8-0-0	2018
00000-14115-0-5-0-0	2018
46540-00127-0-2-0-0	2018
07840-00107-0-6-0-0	2018
36370-00051-0-3-0-0	2018
08700-00764-0-1-0-0	2018
00000-09165-0-7-0-0	2018
00000-29130-0-7-0-0	2018
52120-00282-0-3-0-0	2018
54730-00018-0-3-0-0	2018
00000-06323-0-7-0-0	2018
07840-00008-0-7-0-0	2018
00000-10073-0-7-0-0	2018
52660-00004-0-5-0-0	2018
00000-14054-0-5-0-0	2018
00000-26030-0-7-0-0	2018
00000-14064-0-3-0-0	2018
00000-01204-0-1-0-0	2018
39700-00298-0-5-0-0	2018
00000-01178-0-5-0-0	2018
39700-00577-0-4-0-0	2018
00000-43003-0-5-0-0	2018
39700-00298-0-7-0-0	2018
72100-00011-0-2-0-0	2018
76870-00003-0-3-0-0	2018
00000-28273-0-9-1-0	2018
00000-01268-0-9-6-0	2018
00000-28266-0-5-0-0	2018
00000-28099-0-6-0-0	2018
00000-01066-0-3-0-0	2018
00000-28104-0-2-0-0	2018
00000-28103-0-6-0-0	2018
00000-28102-0-6-0-0	2018
00000-28107-0-3-0-0	2018
00000-01411-0-7-0-0	2018
00000-14032-0-8-0-0	2018
00000-14039-0-4-0-0	2018
00000-28098-0-6-0-0	2018
52120-00003-0-7-0-0	2018
00000-01138-0-7-0-0	2014
00000-01007-0-8-0-0	2014
00000-01010-0-1-2-0	2014
00000-01010-0-6-0-0	2009
00000-01022-2-1-0-0	2003
00000-01027-0-7-0-0	2014
00000-01030-0-7-0-0	2013
00000-01032-0-3-2-0	2014
00000-01035-0-4-0-0	2012
00000-01037-0-5-0-0	2015
00000-01043-0-5-0-0	2009
00000-01046-0-3-0-0	2016
00000-01048-0-3-0-0	2015
00000-01050-0-5-0-0	2016
00000-01051-0-1-0-0	2014
00000-14466-0-5-0-0	2018
01900-00005-0-7-0-0	2018
52120-00208-0-1-0-0	2018
00000-28265-0-7-0-0	2018
12250-00185-0-8-0-0	2018
00000-38007-0-1-0-0	2018
00000-28174-0-2-0-0	2018
00000-01102-0-1-0-0	2018
82810-00163-0-7-0-0	2018
00000-28123-0-3-0-0	2018
00000-26030-0-5-0-0	2018
72100-00011-0-5-0-0	2018
52660-00004-0-1-0-0	2018
00000-28174-0-7-0-0	2018
00000-28104-0-4-0-0	2018
00000-01062-0-1-0-0	2014
00000-01062-0-3-0-0	2014
00000-01064-0-1-0-0	2003
00000-01067-0-5-0-0	2015
00000-01068-0-3-0-0	2015
00000-01069-0-7-0-0	2014
00000-01081-0-3-0-0	2004
00000-01082-0-4-0-0	2015
00000-01083-0-3-0-0	2014
00000-01126-0-3-0-0	2016
00000-01128-0-5-0-0	2016
00000-01129-0-8-2-0	2012
00000-01130-0-7-0-0	2014
00000-01139-0-7-0-0	2009
00000-01163-0-7-0-0	2016
00000-01164-0-7-0-0	2014
00000-01166-0-5-0-0	2015
00000-01169-0-7-0-0	2015
00000-01170-0-3-0-0	2016
00000-01174-0-7-0-0	2002
00000-01176-0-5-0-0	2016
00000-01187-0-3-0-0	2015
00000-01189-0-7-0-0	2015
00000-01199-0-7-0-0	2015
00000-01203-0-3-0-0	2004
00000-01203-0-7-0-0	2015
00000-01209-0-8-0-0	2003
00000-01211-0-7-0-0	2014
00000-01219-0-7-0-0	2016
00000-01220-0-3-0-0	2015
00000-01221-0-1-0-0	2008
00000-01221-0-1-2-0	2014
00000-01222-0-1-0-0	2014
00000-01232-0-7-0-0	2006
00000-01233-0-5-0-0	2015
00000-01236-0-1-0-0	2013
00000-01110-0-7-0-0	2014
00000-01118-0-1-0-0	2015
00000-01118-0-3-0-0	2015
00000-01119-0-3-0-0	2015
00000-01145-0-7-0-0	2014
00000-01146-0-7-0-0	2014
00000-01148-0-5-0-0	2016
00000-01152-0-7-0-0	2017
00000-01153-0-5-0-0	2015
00000-01153-0-7-0-0	2014
00000-01294-0-3-0-0	2016
00000-01295-0-1-0-0	2008
00000-01295-0-7-0-0	2016
08700-00001-0-3-0-0	2008
08700-00014-0-5-0-0	2014
08700-00014-0-7-0-0	2009
08700-00017-0-8-0-0	2015
08700-00021-0-1-0-0	2015
08700-00024-0-8-0-0	2015
08700-00033-0-8-0-0	2014
08700-00037-0-5-0-0	2015
08700-00039-0-4-0-0	2013
08700-00039-0-5-0-0	2016
08700-00039-0-8-0-0	2014
08700-00041-0-8-0-0	2000
08700-00045-0-3-0-0	2010
08700-00045-0-7-0-0	2005
08700-00050-0-1-0-0	2014
08700-00051-0-5-0-0	2013
08700-00059-0-3-0-0	2014
08700-00065-0-6-0-0	2006
08700-00066-0-2-0-0	2014
08700-00084-0-1-0-0	2016
08700-00105-0-7-0-0	2014
08700-00106-0-8-0-0	2013
08700-00107-0-7-0-0	2010
08700-00119-0-3-0-0	2002
08700-00125-0-5-0-0	1991
08700-00127-0-2-0-0	2013
08700-00127-0-4-0-0	2006
08700-00186-0-6-0-0	2010
08700-00194-0-7-0-0	2010
08700-00199-0-5-0-0	2015
08700-00203-0-4-0-0	2014
08700-00206-0-4-0-0	2004
08700-00208-0-6-0-0	2003
00000-01242-0-5-0-0	2015
00000-01247-0-1-0-0	2014
00000-01249-0-3-0-0	2015
00000-01252-0-3-0-0	2015
00000-01253-0-7-0-0	2006
00000-01255-0-7-0-0	2014
00000-01269-0-5-0-0	2015
00000-01287-0-3-0-0	2015
00000-01290-0-3-0-0	2013
00000-01293-0-5-0-0	2010
08700-00243-0-4-0-0	2015
08700-00246-0-2-0-0	2003
08700-00246-0-6-0-0	2005
08700-00266-0-6-0-0	2015
08700-00279-0-1-0-0	2015
08700-00283-0-4-0-0	2008
08700-00284-0-8-0-0	2014
08700-00290-0-5-0-0	2007
08700-00305-0-4-0-0	2016
08700-00318-0-4-0-0	2006
08700-00227-0-5-0-0	2013
08700-00229-0-4-0-0	2014
08700-00236-0-2-0-0	2015
08700-00236-0-4-0-0	2015
08700-00237-0-8-0-0	2015
08700-00259-0-4-0-0	2014
08700-00402-0-1-0-0	2009
08700-00420-0-7-0-0	2003
08700-00423-0-7-0-0	2006
08700-00424-0-1-0-0	2012
08700-00437-0-6-0-0	2014
08700-00449-0-1-0-0	2014
08700-00450-0-1-0-0	2010
08700-00454-0-2-0-0	2009
08700-00469-0-3-0-0	2012
08700-00470-0-2-0-0	2015
08700-00473-0-3-0-0	2007
08700-00474-0-3-0-0	2016
08700-00478-0-1-0-0	2015
08700-00479-0-4-0-0	2003
08700-00480-0-8-0-0	2012
08700-00496-0-6-0-0	2016
08700-00499-0-1-0-0	2014
08700-00499-0-7-0-0	2011
08700-00500-0-2-0-0	2012
08700-00507-0-5-0-0	2004
08700-00520-0-1-0-0	2014
08700-00538-0-5-0-0	2000
08700-00538-0-7-0-0	2016
08700-00550-0-3-0-0	2012
08700-00321-0-8-0-0	2004
08700-00322-0-3-0-0	2000
08700-00335-0-7-0-0	2014
08700-00340-0-7-0-0	2016
08700-00341-0-2-0-0	2005
08700-00345-0-4-0-0	2017
08700-00359-0-4-0-0	2003
08700-00375-0-2-0-0	2014
08700-00388-0-1-0-0	2005
08700-00392-0-5-0-0	2003
08700-00398-0-7-0-0	2004
08700-00566-0-8-0-0	2014
08700-00569-0-5-0-0	2011
08700-00583-0-4-0-0	1991
08700-00590-0-5-0-0	2015
08700-00600-0-2-0-0	2011
08700-00602-0-5-0-0	2016
08700-00625-0-5-0-0	2015
08700-00630-0-1-0-0	2013
08700-00630-0-3-0-0	2014
08700-00633-0-7-0-0	2015
08700-00635-0-7-0-0	2014
08700-00637-0-7-0-0	2011
08700-00639-0-7-0-0	2010
08700-00640-0-1-0-0	2014
08700-00668-0-3-0-0	2013
08700-00668-0-5-1-0	2013
08700-00674-0-1-0-0	2005
08700-00674-0-7-0-0	2010
08700-00715-0-5-0-0	2001
08700-00721-0-7-0-0	2016
08700-00747-0-3-0-0	2005
08700-00767-0-3-0-0	2016
08700-00771-0-3-0-0	2009
08700-00798-0-5-0-0	2003
08700-00832-0-3-0-0	2010
08700-00847-0-1-0-0	2013
08700-00859-0-7-0-0	2006
08700-00860-0-8-0-0	2013
08700-00865-0-1-0-0	2009
08700-00874-0-3-0-0	2013
08700-00878-0-7-0-0	2010
08700-00886-0-7-0-0	2014
08700-00896-0-3-0-0	2006
08700-00902-0-4-0-0	2003
08700-00918-0-7-0-0	2000
08700-00923-0-6-0-0	2000
08700-00924-0-4-0-0	2015
08700-00925-0-7-0-0	2003
08700-00614-0-7-0-0	2015
08700-00618-0-3-0-0	2015
08700-00648-0-5-0-0	2015
08700-00649-0-7-0-0	2015
08700-00651-0-1-0-0	2014
08700-00651-0-3-0-0	2003
08700-00651-0-5-0-0	2014
08700-00651-0-7-0-0	2003
08700-00654-0-3-0-0	2017
08700-01171-0-3-0-0	2003
08700-01179-0-7-0-0	2002
08700-01190-0-3-0-0	2011
08700-01193-0-6-0-0	2016
08700-01201-0-7-0-0	2004
08700-01205-0-3-0-0	2006
08700-01208-0-7-0-0	2012
08700-01229-0-8-0-0	2006
08700-01236-0-3-0-0	2013
08700-01260-0-5-0-0	2015
08700-01270-0-3-0-0	2003
08700-01341-0-2-0-0	2013
08700-01344-0-5-0-0	2002
08700-01352-0-5-0-0	2014
08700-01376-0-7-0-0	2010
08700-01395-0-1-0-0	2003
08700-01398-0-2-0-0	2003
08700-01410-0-7-0-0	2004
08700-01419-0-5-0-0	2003
08700-01435-0-1-0-0	2003
08700-01435-0-5-0-0	2016
08700-01449-0-1-0-0	2003
08700-01449-0-4-0-0	2003
08700-01455-0-2-0-0	2003
08700-01471-0-1-0-0	2003
08700-01474-0-3-0-0	2015
08700-01492-0-1-0-0	2003
08700-01503-0-4-0-0	2011
08700-01510-0-3-0-0	2004
08700-01512-0-4-0-0	2015
08700-01513-0-7-0-0	2013
08700-01526-0-8-0-0	2004
08700-01550-0-8-0-0	2013
08700-01551-0-3-0-0	2006
08700-01552-0-4-0-0	2014
08700-01554-0-3-0-0	2010
08700-01572-0-8-0-0	2004
08700-01580-0-4-0-0	2004
08700-01582-0-2-0-0	2014
08700-01584-0-8-0-0	2016
08700-01721-0-1-0-0	2016
08700-01735-0-8-0-0	2010
08700-00929-0-6-0-0	2000
08700-00930-0-5-0-0	2000
08700-00943-0-1-0-0	2000
08700-00946-0-6-0-0	2012
08700-00946-0-8-0-0	2012
08700-00950-0-3-0-0	2003
08700-00964-0-4-0-0	2001
08700-00969-0-3-0-0	2002
08700-00971-0-1-0-0	2014
08700-00975-0-5-0-0	2017
08700-00982-0-1-0-0	2002
08700-00987-0-7-0-0	2001
08700-00988-0-3-0-0	2008
08700-00992-0-3-0-0	2001
08700-00993-0-4-0-0	2014
08700-00994-0-5-0-0	2001
08700-01101-0-3-0-0	2015
08700-01103-0-1-0-0	2014
08700-01106-0-7-0-0	2006
08700-01122-0-2-0-0	2006
08700-01133-0-1-0-0	2013
08700-01142-0-1-0-0	2015
08700-01142-0-7-0-0	2008
08700-01147-0-8-0-0	2014
08700-01161-0-5-0-0	2006
08700-01761-0-7-0-0	1994
08700-01767-0-2-0-0	1995
08700-01781-0-8-0-0	1996
08700-01789-0-4-0-0	2013
08700-01793-0-7-0-0	2008
08700-01797-0-2-0-0	1997
08700-01798-0-3-0-0	1997
08700-01801-0-3-0-0	1997
08700-01801-0-7-0-0	1997
08700-01804-0-4-0-0	2015
08700-02304-0-1-0-0	1996
08700-02425-0-4-0-0	2014
00000-01076-0-3-0-0	2015
00000-01159-0-3-0-0	2016
00000-01298-0-1-0-0	2015
08700-01747-0-2-0-0	2002
08700-01751-0-2-0-0	2017
08700-01751-0-6-0-0	2017
08700-01752-0-2-0-0	2015
08700-01752-0-6-0-0	2015
08700-01766-0-6-0-0	2014
08700-01771-0-7-0-0	1995
08700-01772-0-6-0-0	2013
08700-02000-0-4-0-0	2015
08700-02315-0-6-0-0	2014
08700-02317-0-7-0-0	1995
08700-02318-0-1-0-0	1997
08700-02318-0-4-0-0	1997
08700-02319-0-4-0-0	1997
08700-02320-0-3-0-0	2010
23410-00004-0-1-0-0	2016
23410-00007-0-1-0-0	2007
23410-00014-0-5-0-0	2007
23410-00021-0-6-0-0	1996
44290-00036-0-3-0-0	1999
52120-00003-0-1-0-0	2012
23410-00009-0-5-0-0	2016
08700-02370-0-1-1-0	2015
00000-01003-0-2-0-0	2009
00000-01024-0-7-0-0	2002
00000-01357-0-3-0-0	2016
08700-00819-0-5-0-0	2013
08700-02071-0-5-0-0	2013
00000-01390-0-7-0-0	2015
00000-22009-0-3-0-0	2008
52120-00113-0-3-0-0	2006
52120-00117-0-3-0-0	2003
52120-00131-0-5-0-0	2004
52120-00146-0-7-0-0	2005
52120-00191-0-7-0-0	2014
52120-00193-0-7-0-0	2009
52120-00201-0-7-0-0	2010
52120-00203-0-1-0-0	2010
00000-01123-0-5-0-0	2008
00000-01140-0-1-0-0	1995
08700-00289-0-3-0-0	1994
08700-00300-0-7-0-0	2012
08700-00301-0-2-0-0	1996
08700-00311-0-6-0-0	2002
08700-00313-0-6-0-0	2006
08700-02002-0-7-0-0	2009
08700-02003-0-7-0-0	2009
08700-02007-0-8-0-0	2013
08700-02028-0-6-0-0	2009
08700-02038-0-4-0-0	2010
08700-02040-0-8-0-0	2015
08700-02048-0-3-0-0	2010
08700-02053-0-1-0-0	2010
08700-02088-0-6-0-0	2015
08700-02203-0-1-0-0	2013
08700-02207-0-4-0-0	2013
08700-02209-0-6-0-0	2013
08700-02210-0-1-0-0	2013
52120-00206-0-1-0-0	2014
52120-00216-0-7-0-0	2010
52120-00217-0-3-0-0	2010
52120-00220-0-5-0-0	2010
