STATION_BOOK_ID	MAX(YEAR)
49240-00002-0-4-0-0	2018
49240-00002-0-6-0-0	2018
52120-00013-0-5-0-0	2018
52120-00047-0-3-0-0	2018
52120-00067-0-3-0-0	2018
52120-00088-0-1-0-0	2018
52120-00108-0-5-0-0	2018
52120-00130-0-7-0-0	2018
52120-00150-0-3-0-0	2018
52120-00285-0-7-0-0	2018
52120-00347-0-3-0-0	2018
52660-00004-0-4-0-0	2018
53920-00006-0-5-0-0	2018
54550-00023-0-5-0-0	2018
54550-00034-0-7-0-0	2018
54550-00040-0-1-0-0	2018
54550-00058-0-1-0-0	2018
54550-00156-0-3-0-0	2018
54550-00173-0-3-0-0	2018
54550-00230-0-7-0-0	2018
54550-00236-0-3-0-0	2018
54730-00001-0-3-0-0	2018
54730-00001-0-7-0-0	2018
54730-00003-0-3-0-0	2018
54730-00018-0-5-0-0	2018
56260-00009-0-7-0-0	2018
56260-00131-0-7-0-0	2018
56260-00156-0-1-0-0	2018
56260-00185-0-1-0-0	2018
59320-00009-0-8-0-0	2018
60940-00015-0-1-0-0	2018
60940-00015-0-8-0-0	2018
61300-00046-0-7-0-0	2018
61300-00083-0-1-0-0	2018
61300-00099-0-7-0-0	2018
64090-00004-0-4-0-0	2018
64090-00038-0-5-0-0	2018
64090-00046-0-4-0-0	2018
64090-00121-0-8-0-0	2018
64090-00133-0-2-0-0	2018
64090-00133-0-8-0-0	2018
64090-00152-0-4-0-0	2018
64090-00152-0-8-0-0	2018
64090-00183-0-2-0-0	2018
64090-00244-0-3-0-0	2018
64090-00248-0-2-0-0	2018
64090-00248-0-4-0-0	2018
64090-00269-0-4-0-0	2018
64090-00321-0-4-0-0	2018
64090-00557-0-5-0-0	2018
64090-00608-0-1-0-0	2018
64090-00611-0-5-0-0	2018
64090-00658-0-3-0-0	2018
64090-00716-0-5-0-0	2018
64090-00749-0-1-0-0	2018
64810-00062-0-1-0-0	2018
64810-00062-0-7-0-0	2018
64810-00119-0-1-0-0	2018
64810-00142-0-3-0-0	2018
64900-00009-0-7-0-0	2018
65230-00012-0-1-0-0	2018
67420-00037-0-7-0-0	2018
67420-00069-0-7-0-0	2018
67600-00012-0-5-0-0	2018
67780-00015-0-1-0-0	2018
67780-00015-0-3-0-0	2018
70660-00018-0-1-0-0	2018
70660-00018-0-7-0-0	2018
70660-00023-0-1-0-0	2018
70660-00029-0-5-0-0	2018
70660-00059-0-1-0-0	2018
70660-00088-0-5-0-0	2018
71470-00003-0-5-0-0	2018
71470-00020-0-1-0-0	2018
72100-00047-0-3-0-0	2018
72100-00047-0-7-0-0	2018
72100-00091-0-3-0-0	2018
78040-00009-0-5-0-0	2018
78040-00014-0-3-0-0	2018
82810-00001-0-1-0-0	2018
39700-00578-0-2-0-0	2018
39700-00583-0-1-0-0	2018
41320-00023-0-1-0-0	2018
41320-00023-0-5-0-0	2018
41320-00030-0-1-0-0	2018
42130-00002-0-4-0-0	2018
43030-00010-0-8-0-0	2018
43570-00009-0-1-0-0	2018
44290-00003-0-7-0-0	2018
44290-00006-0-1-1-0	2018
44290-00032-0-5-0-0	2018
46540-00007-0-7-0-0	2018
46540-00026-0-7-0-0	2018
46540-00041-0-5-0-0	2018
46540-00043-0-5-0-0	2018
46540-00055-0-5-0-0	2018
46540-00068-0-5-0-0	2018
46540-00089-0-1-0-0	2018
46540-00089-0-7-0-0	2018
46540-00094-0-3-0-0	2018
46540-00127-0-6-0-0	2018
46540-00134-0-3-0-0	2018
46540-00143-0-5-0-0	2018
46540-00150-0-7-0-0	2018
46540-00151-0-3-0-0	2018
46540-00175-0-5-0-0	2018
46540-00244-0-1-0-0	2018
82810-00003-0-1-0-0	2018
82810-00049-0-8-0-0	2018
82810-00051-0-1-0-0	2018
82810-00067-0-1-0-0	2018
82810-00104-0-1-0-0	2018
82810-00104-0-6-0-0	2018
82810-00144-0-5-0-0	2018
82810-00148-0-3-0-0	2018
82810-00150-0-3-0-0	2018
82810-00156-0-1-0-0	2018
82810-00197-0-5-0-0	2018
82810-00197-0-7-0-0	2018
82810-00212-0-7-0-0	2018
86140-00003-0-5-0-0	2018
86140-00016-0-8-0-0	2018
86140-00022-0-2-0-0	2018
86140-00042-0-7-0-0	2018
86140-00046-0-3-0-0	2018
08700-00748-0-7-0-0	2018
08700-00620-0-7-0-0	2018
56260-00008-0-1-0-0	2018
56260-00204-0-2-0-0	2018
64090-00745-0-8-0-0	2018
00000-14123-0-1-0-0	2018
64090-00066-0-7-0-0	2018
08700-00626-0-5-0-0	2018
00000-14396-0-7-0-0	2018
00000-33092-0-1-0-0	2018
22510-00002-0-6-0-0	2018
61300-00006-0-7-0-0	2018
78040-00002-0-6-0-0	2018
54730-00063-0-5-0-0	2018
00000-01225-0-5-0-0	2018
54730-00001-0-1-0-0	2018
00000-33113-0-3-0-0	2018
00000-14204-0-3-0-0	2018
09730-00001-0-1-0-0	2018
00000-24125-0-1-0-0	2018
00000-14118-0-5-0-0	2018
00000-14317-0-5-0-0	2018
54550-00002-0-3-0-0	2018
00000-07032-0-5-1-0	2018
64090-00159-0-4-0-0	2018
64090-00608-0-7-0-0	2018
54550-00040-0-3-0-0	2018
00000-06030-0-1-0-0	2018
00000-35077-0-5-0-0	2018
00000-06037-0-8-0-0	2018
00000-35043-0-1-0-0	2018
00000-14218-0-5-0-0	2018
00000-26068-0-3-0-0	2018
00000-25041-0-8-0-0	2018
48790-00012-0-4-0-0	2018
00000-25044-0-2-0-0	2018
71470-00003-0-7-0-0	2018
00000-42049-0-5-0-0	2018
00000-03092-0-3-0-0	2018
08700-00240-0-2-0-0	2018
00000-14123-0-7-0-0	2018
52120-00192-0-7-0-0	2018
00000-04068-0-7-0-0	2018
00000-14493-0-5-0-0	2018
00000-35079-0-7-0-0	2018
67420-00069-0-5-0-0	2018
00000-14263-0-7-0-0	2018
00000-44086-0-1-0-0	2018
08700-02035-0-5-0-0	2018
00000-06395-0-7-0-0	2018
00000-28265-0-3-0-0	2018
41320-00025-0-5-0-0	2018
11260-00048-0-5-0-0	2018
11260-00048-0-1-0-0	2018
00000-42021-0-7-0-0	2018
56260-00042-0-1-0-0	2018
00000-14032-0-3-2-0	2018
67420-00028-0-3-0-0	2018
07840-00082-0-3-0-0	2018
12250-00185-0-2-0-0	2018
39700-00298-0-1-0-0	2018
07840-00082-0-8-0-0	2018
00000-14129-0-7-0-0	2018
08700-01114-0-5-0-0	2018
00000-01204-0-5-0-0	2018
00000-14039-0-5-0-0	2018
52120-00093-0-5-0-0	2018
82810-00136-0-5-0-0	2018
00000-14133-0-7-0-0	2018
00000-14030-0-4-0-0	2018
76870-00024-0-7-0-0	2018
00000-28190-0-2-0-0	2018
00000-14028-0-5-0-0	2018
76870-00024-0-3-0-0	2018
00000-28102-0-2-0-0	2018
00000-14054-0-7-0-0	2018
00000-28100-0-6-0-0	2018
00000-27060-0-5-0-0	2018
00000-28107-0-7-0-0	2018
00000-14382-0-7-0-0	2018
00000-25054-0-5-0-0	1980
00000-01009-0-8-0-0	2015
00000-01010-0-8-2-0	2015
00000-01012-0-7-0-0	2015
00000-01020-0-7-1-0	2017
00000-01022-2-7-0-0	2003
00000-01022-2-9-3-0	2009
00000-01035-0-6-0-0	2013
00000-01040-0-1-0-0	2012
00000-01046-0-7-0-0	2009
00000-01048-0-1-0-0	2015
00000-01054-0-3-0-0	2015
00000-01056-0-5-0-0	2014
00000-01056-0-7-0-0	2004
01900-00014-0-6-0-0	2018
64090-00184-0-2-0-0	2018
34390-00013-0-2-0-0	2018
01900-00014-0-2-0-0	2018
41320-00035-0-5-0-0	2018
41320-00025-0-7-0-0	2018
54550-00162-0-5-0-0	2018
67780-00007-0-1-0-0	2018
87670-00003-0-3-0-0	2018
00000-42021-0-1-0-0	2018
00000-28089-0-3-0-0	2018
00000-01178-0-7-0-0	2018
67780-00007-0-5-0-0	2018
00000-33121-0-9-4-0	2018
56260-00205-0-7-0-0	2018
00000-01067-0-7-0-0	2015
00000-01090-0-8-0-0	2006
00000-01130-0-5-0-0	2008
00000-01142-0-1-0-0	2011
00000-01158-0-3-0-0	2013
00000-01162-0-1-3-0	2015
00000-01162-0-7-0-0	2014
00000-01163-0-1-0-0	2014
00000-01167-0-5-0-0	2016
00000-01172-0-3-0-0	2016
00000-01175-0-7-0-0	2014
00000-01176-0-7-0-0	2016
00000-01187-0-7-0-0	2015
00000-01195-0-1-0-0	2015
00000-01196-0-3-0-0	2015
00000-01199-0-3-0-0	2010
00000-01200-0-7-0-0	2017
00000-01236-0-7-0-0	2014
00000-01239-0-5-0-0	2005
00000-01099-0-5-0-0	2013
00000-01099-0-7-0-0	2013
00000-01100-0-1-0-0	2008
00000-01107-0-1-0-0	2014
00000-01120-0-5-0-0	2014
00000-01144-0-1-0-0	2014
00000-01152-0-5-0-0	2017
00000-01154-0-7-0-0	2014
00000-01157-0-3-0-0	2014
00000-01302-0-1-0-0	2012
00000-01314-0-1-0-0	2005
00000-01608-0-5-0-0	2016
08700-00010-0-3-0-0	2014
08700-00031-0-3-0-0	2015
08700-00033-0-7-0-0	2015
08700-00041-0-1-0-0	2004
08700-00044-0-7-0-0	2017
08700-00047-0-2-0-0	2014
08700-00050-0-5-0-0	2014
08700-00056-0-5-0-0	2015
08700-00064-0-2-0-0	2003
08700-00067-0-7-0-0	2016
08700-00068-0-1-0-0	2015
08700-00082-0-3-0-0	2017
08700-00084-0-4-0-0	2010
08700-00100-0-2-0-0	2006
08700-00103-0-5-0-0	2015
08700-00107-0-5-0-0	2010
08700-00126-0-2-0-0	2015
08700-00142-0-1-0-0	2015
08700-00154-0-1-0-0	2015
08700-00154-0-3-0-0	2010
08700-00204-0-4-0-0	2014
00000-01250-0-5-0-0	2016
00000-01253-0-1-0-0	2000
00000-01254-0-1-0-0	2007
00000-01269-0-7-0-0	2015
00000-01279-0-5-2-0	2015
00000-01279-0-9-0-0	2015
00000-01281-0-9-0-0	2003
00000-01281-0-9-3-0	2013
00000-01286-0-1-0-0	2016
00000-01286-0-7-0-0	2003
00000-01289-0-7-0-0	2005
00000-01291-0-7-0-0	2015
08700-00213-0-8-0-0	2014
08700-00215-0-8-0-0	2014
08700-00216-0-6-0-0	2011
08700-00219-0-4-0-0	2010
08700-00219-0-8-0-0	2013
08700-00222-0-8-0-0	2005
08700-00242-0-2-0-0	2009
08700-00244-0-2-0-0	2015
08700-00267-0-8-0-0	2009
08700-00273-0-2-0-0	2014
08700-00276-0-2-0-0	2011
08700-00277-0-2-0-0	2005
08700-00285-0-1-0-0	2013
08700-00291-0-3-0-0	2003
08700-00296-0-7-0-0	2009
08700-00306-0-5-0-0	2016
08700-00307-0-4-0-0	2014
08700-00309-0-2-0-0	2014
08700-00309-0-6-0-0	2011
08700-00311-0-2-0-0	2006
08700-00318-0-2-0-0	2006
08700-00228-0-1-0-0	2006
08700-00231-0-2-0-0	2014
08700-00232-0-8-0-0	2011
08700-00235-0-8-0-0	2015
08700-00236-0-6-0-0	2015
08700-00252-0-6-0-0	2003
08700-00258-0-8-0-0	2009
08700-00262-0-2-0-0	2003
08700-00262-0-8-0-0	2009
08700-00263-0-4-0-0	2011
08700-00264-0-8-0-0	2014
08700-00402-0-7-0-0	2014
08700-00403-0-7-0-0	2014
08700-00405-0-5-0-0	2005
08700-00409-0-1-0-0	2005
08700-00410-0-7-0-0	2015
08700-00413-0-1-0-0	2015
08700-00413-0-5-0-0	2014
08700-00419-0-7-0-0	2011
08700-00427-0-5-0-0	2005
08700-00430-0-1-0-0	2016
08700-00430-0-3-0-0	2014
08700-00430-0-5-0-0	2014
08700-00434-0-2-0-0	2011
08700-00436-0-2-0-0	2014
08700-00438-0-1-0-0	2015
08700-00439-0-3-0-0	2011
08700-00440-0-8-0-0	2009
08700-00460-0-1-0-0	2003
08700-00463-0-1-0-0	2000
08700-00477-0-4-0-0	2013
08700-00479-0-8-0-0	2015
08700-00483-0-5-0-0	2015
08700-00490-0-5-0-0	2015
08700-00493-0-7-0-0	2015
08700-00510-0-8-0-0	2010
08700-00524-0-7-0-0	2011
08700-00530-0-7-0-0	2004
08700-00323-0-4-0-0	2016
08700-00323-0-8-0-0	2006
08700-00326-0-5-0-0	2014
08700-00333-0-4-0-0	2015
08700-00340-0-1-0-0	2008
08700-00349-0-4-0-0	2009
08700-00357-0-3-0-0	2008
08700-00368-0-2-0-0	2013
08700-00376-0-6-0-0	2016
08700-00576-0-3-0-0	2014
08700-00583-0-6-0-0	2015
08700-00595-0-1-0-0	2012
08700-00598-0-8-0-0	2014
08700-00607-0-3-0-0	2011
08700-00627-0-5-0-0	2003
08700-00631-0-3-0-0	2015
08700-00632-0-5-0-0	2013
08700-00692-0-6-0-0	1991
08700-00729-0-5-0-0	2013
08700-00740-0-3-0-0	2009
08700-00744-0-3-0-0	2006
08700-00744-0-7-0-0	2003
08700-00760-0-3-0-0	2013
08700-00779-0-3-0-0	2014
08700-00794-0-1-0-0	2015
08700-00794-0-5-0-0	2006
08700-00833-0-7-0-0	2015
08700-00852-0-5-0-0	2006
08700-00889-0-3-0-0	2006
08700-00910-0-1-0-0	2014
08700-00915-0-4-0-0	2001
08700-00923-0-8-0-0	2014
08700-00924-0-6-0-0	2015
08700-00607-0-6-0-0	2011
08700-00618-0-7-0-0	2014
08700-00620-0-5-0-0	2013
08700-00623-0-3-0-0	2016
08700-00643-0-5-0-0	2008
08700-00645-0-3-0-0	2009
08700-00646-0-1-0-0	2017
08700-00660-0-5-0-0	2005
08700-01172-0-3-0-0	2015
08700-01178-0-1-0-0	2000
08700-01211-0-7-0-0	2005
08700-01217-0-7-0-0	2002
08700-01218-0-7-0-0	2005
08700-01225-0-3-0-0	2016
08700-01229-0-3-0-0	2011
08700-01267-0-3-0-0	2012
08700-01326-0-7-0-0	2009
08700-01337-0-5-0-0	2003
08700-01346-0-3-0-0	2014
08700-01350-0-7-0-0	2002
08700-01392-0-3-0-0	2014
08700-01396-0-6-0-0	2002
08700-01405-0-1-0-0	2011
08700-01409-0-3-0-0	2005
08700-01411-0-3-0-0	2015
08700-01420-0-1-0-0	2003
08700-01420-0-5-0-0	2003
08700-01425-0-5-0-0	2003
08700-01426-0-6-0-0	2015
08700-01432-0-7-0-0	2003
08700-01434-0-3-0-0	2003
08700-01434-0-7-0-0	2003
08700-01445-0-3-0-0	2003
08700-01445-0-7-0-0	2003
08700-01446-0-8-0-0	2006
08700-01451-0-7-0-0	2003
08700-01467-0-1-0-0	2003
08700-01472-0-1-0-0	2003
08700-01479-0-4-0-0	2003
08700-01480-0-7-0-0	2003
08700-01486-0-5-0-0	2013
08700-01487-0-5-0-0	2003
08700-01488-0-6-0-0	2009
08700-01499-0-1-0-0	2015
08700-01505-0-3-0-0	2004
08700-01514-0-1-0-0	2004
08700-01522-0-7-0-0	2011
08700-01531-0-8-0-0	2005
08700-01560-0-2-0-0	2004
08700-01568-0-1-0-0	2004
08700-01580-0-8-0-0	2004
08700-01586-0-7-0-0	2014
08700-01588-0-5-0-0	2004
08700-01708-0-5-0-0	2003
08700-01719-0-1-0-0	2001
08700-01732-0-3-0-0	2011
08700-01735-0-2-0-0	2003
08700-00950-0-5-0-0	2013
08700-00951-0-1-0-0	2001
08700-00960-0-1-0-0	2001
08700-00960-0-3-0-0	2001
08700-00960-0-5-0-0	2016
08700-00963-0-1-0-0	2000
08700-00965-0-8-0-0	2001
08700-00967-0-7-0-0	2004
08700-00976-0-3-0-0	2015
08700-00981-0-7-0-0	2001
08700-00985-0-3-0-0	2001
08700-00995-0-7-0-0	2001
08700-00998-0-5-0-0	2014
08700-01132-0-5-0-0	2016
08700-01144-0-7-0-0	2007
08700-01151-0-7-0-0	2014
08700-01154-0-1-0-0	1999
08700-01157-0-7-0-0	1994
08700-01787-0-7-0-0	1994
08700-01792-0-1-0-0	2003
08700-01799-0-4-0-0	1996
08700-01810-0-8-0-0	1995
08700-01817-0-5-0-0	1997
08700-02307-0-3-0-0	1996
08700-02424-0-5-0-0	2014
08700-02428-0-5-0-0	2014
08700-02439-0-1-0-0	2014
23410-00092-0-3-0-0	2014
23410-00133-0-3-0-0	2014
52120-00410-0-4-0-0	2016
76870-00008-0-3-0-0	2014
00000-01020-0-7-2-0	2013
00000-01081-0-7-0-0	2013
00000-01133-0-7-0-0	2013
00000-01188-0-7-0-0	2013
08700-01754-0-5-0-0	2014
08700-01754-0-8-0-0	2004
08700-01763-0-6-0-0	2015
08700-01767-0-6-0-0	2001
08700-01824-0-3-0-0	2005
08700-02321-0-1-0-0	1997
08700-02324-0-5-0-0	1997
08700-02333-0-4-0-0	1996
23410-00016-0-5-0-0	1994
23410-00018-0-7-0-0	1994
23410-00065-0-1-0-0	1996
44290-00004-0-3-0-0	1997
44290-00008-0-3-0-0	2016
44290-00030-0-3-0-0	1996
08700-01334-0-7-0-0	2011
08700-02236-0-4-0-0	2015
00000-01024-0-3-0-0	2002
00000-01024-0-5-0-0	2005
00000-01026-0-3-0-0	2008
00000-01391-0-1-0-0	2015
00000-01391-0-5-0-0	2015
08700-00603-0-4-0-0	2016
00000-14075-0-6-2-0	2004
00000-14075-0-9-0-0	2012
82810-00115-0-7-0-0	1993
00000-22009-0-5-0-0	2008
52120-00107-0-3-0-0	2002
52120-00119-0-7-0-0	2003
52120-00123-0-7-0-0	2003
52120-00126-0-7-0-0	2003
52120-00127-0-7-0-0	2011
52120-00136-0-8-0-0	2004
52120-00138-0-5-0-0	2014
52120-00151-0-7-0-0	2015
52120-00199-0-7-0-0	2010
08700-00293-0-7-0-0	1993
08700-00300-0-5-0-0	2012
08700-02002-0-3-0-0	2009
08700-02007-0-2-0-0	2013
08700-02009-0-3-0-0	2014
08700-02010-0-8-0-0	2013
08700-02013-0-5-0-0	2009
08700-02015-0-6-0-0	2009
08700-02021-0-6-0-0	2013
08700-02031-0-4-0-0	2016
08700-02041-0-7-0-0	2010
08700-02042-0-8-0-0	2010
08700-02046-0-5-0-0	2010
08700-02071-0-7-0-0	2015
08700-02122-0-1-0-0	2014
08700-02156-0-5-0-0	2014
08700-02195-0-7-0-0	2013
08700-02207-0-6-0-0	2013
52120-00211-0-5-0-0	2009
52120-00326-0-3-0-0	2013
52120-00329-0-5-0-0	2013
52120-00330-0-5-0-0	2015
52120-00332-0-7-0-0	2013
52120-00334-0-2-0-0	2013
52120-00343-0-1-0-0	2014
52120-00350-0-3-0-0	2013
08700-00351-0-5-0-0	1994
08700-00370-0-7-0-0	2002
08700-00380-0-4-0-0	2017
08700-00381-0-6-0-0	2017
08700-00387-0-5-0-0	1995
08700-00389-0-3-0-0	1998
08700-02216-0-3-0-0	2013
08700-02219-0-1-0-0	2013
08700-02222-0-2-0-0	2013
08700-02223-0-6-0-0	2013
08700-02229-0-7-0-0	2013
08700-02235-0-1-0-0	2013
08700-02249-0-1-0-0	2013
08700-02250-0-5-0-0	2013
08700-02255-0-5-0-0	2013
08700-02274-0-6-0-0	2014
08700-02293-0-5-0-0	2014
08700-02297-0-8-0-0	2015
08700-02299-0-8-0-0	2016
52120-00361-0-3-0-0	2014
52120-00366-0-8-0-0	2014
52120-00379-0-4-0-0	2015
52120-00384-0-3-0-0	2015
52120-00390-0-1-0-0	2015
52120-00392-0-1-0-0	2015
52120-00868-0-5-0-0	2008
76870-00016-0-5-0-0	2015
00000-01186-0-7-0-0	1998
00000-01189-0-3-0-0	1998
00000-01190-0-5-0-0	1998
00000-01194-0-5-0-0	2012
00000-01210-0-7-0-0	2008
00000-01211-0-5-0-0	2012
00000-01226-0-5-0-0	2016
08700-00394-0-1-0-0	1994
08700-00433-0-8-0-0	2002
00000-01051-0-3-0-0	2011
00000-01266-0-3-0-0	2011
00000-01292-0-3-0-0	2014
00000-01297-0-7-0-0	2013
00000-14074-0-5-0-0	2014
08700-02316-0-1-0-0	2000
08700-02343-0-1-0-0	2014
08700-02361-0-1-0-0	2015
08700-02362-0-6-0-0	2015
08700-02363-0-1-0-0	2015
08700-02364-0-5-0-0	2015
08700-02365-0-5-0-0	2015
08700-02377-0-1-0-0	2015
08700-02379-0-1-0-0	2015
08700-02380-0-5-0-0	2015
08700-02390-0-6-0-0	2015
08700-02393-0-1-0-0	2015
08700-02401-0-7-0-0	2015
08700-02415-0-7-0-0	2015
08700-02420-0-6-0-0	2016
08700-02421-0-4-0-0	2015
23410-00004-0-3-0-0	2014
23410-00068-0-4-0-0	2013
23410-00074-0-3-0-0	2014
23410-00115-0-2-0-0	2014
23410-00117-0-3-0-0	2014
23410-00119-0-7-0-0	2016
08700-00017-0-5-0-0	2013
00000-01211-0-1-0-0	2012
00000-01251-0-1-0-0	2010
00000-01297-0-3-0-0	2014
00000-01298-0-3-0-0	2002
44290-00021-0-1-0-0	2016
08700-00498-0-7-0-0	1995
08700-00500-0-7-0-0	2015
08700-00503-0-5-0-0	2007
08700-00510-0-4-0-0	2002
08700-00536-0-1-0-0	1995
08700-00551-0-3-0-0	2008
44290-00001-0-1-0-0	2013
44290-00025-0-3-0-0	2001
08700-00072-0-8-0-0	1995
08700-00078-0-7-0-0	1994
08700-00135-0-4-0-0	1997
08700-00136-0-3-0-0	1990
08700-00585-0-5-0-0	2005
08700-00638-0-5-0-0	2006
44290-00040-0-7-0-0	2015
44290-00044-0-5-0-0	2004
44290-00048-0-2-0-0	2010
44290-00056-0-3-0-0	2013
44290-00057-0-1-0-0	2014
52120-00011-0-7-0-0	2014
52120-00012-0-5-0-0	2016
08700-00732-0-7-0-0	1995
08700-00736-0-5-0-0	1993
08700-00739-0-3-0-0	1994
08700-00745-0-7-0-0	1995
08700-00752-0-3-0-0	1995
08700-00754-0-3-0-0	1999
00000-01034-0-7-0-0	2011
08700-00151-0-5-0-0	1997
08700-00156-0-1-0-0	1994
08700-00165-0-1-0-0	1995
08700-00165-0-3-0-0	1996
08700-00174-0-5-0-0	1995
08700-00177-0-7-0-0	1995
08700-00180-0-4-0-0	1995
08700-00183-0-4-0-0	1995
52120-00023-0-3-0-0	2008
52120-00047-0-1-0-0	2015
52120-00049-0-1-0-0	2015
08700-00255-0-2-0-0	1997
52120-00022-0-5-0-0	1995
52120-00043-0-5-0-0	1994
52120-00045-0-7-0-0	2016
52120-00052-0-3-0-0	2014
52120-00058-0-7-0-0	1994
52120-00073-0-3-0-0	1996
52120-00083-0-7-0-0	2014
52120-00084-0-3-0-0	2014
00000-01077-0-7-0-0	2014
08700-00776-0-7-0-0	1994
08700-00781-0-7-0-0	1994
08700-00788-0-5-0-0	1995
08700-00790-0-3-0-0	1995
08700-00791-0-5-0-0	1995
08700-00808-0-1-0-0	2017
08700-00812-0-7-0-0	2014
08700-00829-0-5-0-0	2007
52120-00103-0-5-0-0	2003
08700-00081-0-1-0-0	1989
08700-00085-0-8-0-0	1989
00000-01169-0-5-0-0	2015
00000-01171-0-5-0-0	2015
00000-01219-0-1-0-0	2012
08700-00838-0-2-0-0	1997
08700-00869-0-7-0-0	1998
08700-00876-0-3-0-0	1998
08700-00886-0-5-0-0	1999
08700-00905-0-7-0-0	1999
08700-01116-0-7-0-0	1994
08700-00095-0-5-0-0	1989
08700-00096-0-8-0-0	1989
08700-00108-0-4-0-0	2017
08700-00113-0-4-0-0	1988
08700-00221-0-6-0-0	1994
08700-00350-0-6-0-0	1989
08700-00354-0-6-0-0	1989
08700-00355-0-7-0-0	1988
00000-01258-0-1-0-0	2007
00000-01263-0-1-0-0	2003
08700-01122-0-4-0-0	1995
08700-01123-0-5-0-0	1995
08700-01130-0-5-0-0	1997
08700-01132-0-3-0-0	1996
08700-01150-0-6-0-0	1993
08700-01165-0-7-0-0	1995
08700-01167-0-7-0-0	1997
08700-01168-0-3-0-0	1994
08700-00497-0-7-0-0	2002
08700-00500-0-4-0-0	2012
08700-00527-0-7-0-0	1988
08700-00539-0-3-0-0	1988
08700-01187-0-1-0-0	1993
08700-01188-0-1-0-0	1995
08700-01189-0-6-0-0	1995
08700-01195-0-7-0-0	1995
08700-01206-0-7-0-0	1995
08700-01222-0-1-0-0	1993
08700-01227-0-5-0-0	1996
08700-01231-0-7-0-0	2011
08700-01250-0-1-0-0	1995
08700-00013-0-5-0-0	1992
44290-00023-0-3-0-0	1989
08700-00840-0-4-0-0	2017
08700-01370-0-7-0-0	2002
08700-01371-0-3-0-0	2002
23410-00083-0-1-0-0	2002
52120-00106-0-7-0-0	2002
52120-00149-0-6-0-0	2005
08700-01267-0-5-0-0	2011
08700-01295-0-3-0-0	1996
08700-01296-0-7-0-0	1996
08700-01298-0-5-0-0	1998
08700-01302-0-5-0-0	1996
08700-01323-0-7-0-0	1997
08700-01327-0-7-0-0	1997
08700-01330-0-1-0-0	1997
00000-01086-0-6-2-0	2013
00000-01162-0-9-4-1	2010
08700-01706-0-5-0-0	1994
08700-01707-0-3-0-0	1994
08700-01713-0-1-0-0	1999
08700-01725-0-3-0-0	1999
08700-01731-0-1-0-0	2016
08700-01731-0-5-0-0	1996
08700-01733-0-2-0-0	1996
08700-01736-0-8-0-0	2017
08700-00225-0-6-0-0	2014
00000-01388-0-1-0-0	2015
08700-02073-0-8-0-0	2017
00000-35159-0-1-0-0	1977
00000-01018-0-5-0-0	2005
00000-16151-0-3-0-0	2003
00000-01094-0-1-0-0	2014
00000-01095-0-8-0-0	2005
52120-00074-0-1-0-0	2004
52120-00078-0-7-0-0	2003
52120-00092-0-1-0-0	2005
52120-00092-0-3-0-0	2015
52120-00096-0-3-0-0	2010
52120-00096-0-7-0-0	2001
00000-01277-0-2-0-0	1997
00000-02022-0-1-0-0	2014
00000-02022-0-3-0-0	2014
00000-02022-0-7-0-0	1989
00000-02024-0-7-0-0	2014
00000-02027-0-1-0-0	2017
00000-02028-0-8-0-0	1986
00000-02029-0-4-0-0	2016
00000-02029-0-8-0-0	2016
00000-02032-0-1-0-0	1986
00000-02032-0-5-0-0	1986
00000-02034-0-1-0-0	2016
00000-02042-0-5-0-0	2003
00000-02042-0-7-0-0	1985
00000-03019-0-5-0-0	1985
00000-03019-0-7-0-0	1985
00000-03020-0-5-0-0	1986
00000-03022-0-5-0-0	2017
00000-01224-0-4-0-0	2015
00000-01270-0-8-0-0	1997
00000-01278-0-2-0-0	1992
00000-01278-0-6-0-0	2015
00000-03132-0-7-2-0	2015
00000-03134-0-1-0-0	2015
00000-03134-0-5-0-0	2015
00000-03136-0-8-0-0	2015
00000-03139-0-5-0-0	2012
00000-03140-0-1-0-0	1999
00000-03140-0-5-0-0	1999
00000-03140-0-6-1-0	2012
00000-03151-0-7-0-0	2017
00000-04001-0-6-0-0	2016
00000-04013-0-8-0-0	2014
00000-04016-0-4-0-0	2002
00000-04028-0-3-0-0	2015
00000-01129-0-3-1-0	2000
00000-01162-0-4-0-0	1994
00000-01282-0-8-0-0	1997
00000-01284-0-3-0-0	1992
00000-01301-0-6-0-0	1989
00000-02005-0-6-0-0	2014
00000-02007-0-5-0-0	2016
00000-02011-0-1-0-0	2015
00000-02013-0-1-0-0	2012
00000-02015-0-5-0-0	2004
00000-02016-0-1-0-0	2016
00000-02018-0-2-0-0	2016
00000-02018-0-5-0-0	2016
00000-02019-0-3-0-0	2016
00000-03031-0-4-0-0	2013
00000-03031-0-5-0-0	2013
00000-03048-0-3-2-0	2006
00000-03048-0-7-2-0	2013
00000-03059-0-5-0-0	1991
00000-03090-0-1-0-0	2012
00000-03097-0-4-0-0	2002
00000-03100-0-6-0-0	1986
00000-03117-0-5-0-0	2006
00000-03131-0-1-0-0	1991
00000-03131-0-5-0-0	1999
00000-31050-0-3-0-0	1993
00000-32014-0-5-0-0	2012
00000-32068-0-3-0-0	2014
00000-33006-0-5-1-0	2014
00000-40008-0-2-0-0	2015
00000-40011-0-8-1-0	2008
00000-40013-0-5-0-0	2013
00000-40013-0-7-0-0	2013
00000-40014-0-1-0-0	2013
00000-40019-0-5-0-0	2015
